סמל ועדה,שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
2,גבעת ישעיהו,919,507,387,0,387,56,0,4,0,1,0,48,8,0,2,0,0,0,0,0,6,10,38,68,0,0,0,135,0,1,0,0,0,0,1,0,9
2,גיזו,1043,145,115,0,115,15,1,0,0,0,0,2,8,0,0,0,0,0,0,0,0,2,42,15,0,0,0,29,0,0,0,0,0,0,0,0,1
2,גלגל,3606,152,89,1,88,5,0,0,1,0,0,1,3,0,0,0,0,0,0,0,4,8,29,5,0,0,0,30,0,0,0,0,0,0,0,0,2
2,גפן,39,266,213,2,211,5,6,0,0,0,0,4,13,0,0,0,0,0,0,0,2,2,109,2,0,0,0,16,0,0,0,0,0,0,0,0,52
2,דולב,3747,816,663,2,661,2,5,0,0,0,0,0,483,0,2,0,0,0,0,1,76,2,71,2,0,0,0,4,0,0,0,0,0,0,0,0,13
2,הר אדר,3769,3015,2316,4,2312,208,4,10,0,0,0,3,101,0,1,0,0,0,1,0,16,105,507,198,0,0,0,1141,1,0,0,0,1,1,0,0,14
2,הר גילה,3603,1002,782,1,781,43,3,2,0,0,0,2,76,0,2,2,0,0,0,0,39,49,315,15,0,0,0,186,0,0,0,1,0,0,0,1,45
2,הראל,464,220,120,0,120,17,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,2,4,34,0,0,0,56,0,0,0,0,0,0,0,0,0
2,זכריה,799,769,580,1,579,11,3,0,0,0,0,47,19,0,0,0,0,0,0,0,15,6,371,1,0,1,0,54,0,0,0,0,0,0,0,0,51
2,זנוח,816,399,298,1,297,8,8,0,0,0,0,26,19,0,0,0,0,0,0,0,9,4,158,3,0,0,0,13,0,0,0,0,0,0,0,0,49
2,חברון,3400,296,230,0,230,1,3,0,0,0,0,0,105,0,0,0,0,0,0,0,86,1,24,0,0,0,0,8,1,0,0,0,0,0,0,0,1
2,חגי,3764,327,261,0,261,0,5,0,0,0,0,0,188,0,0,0,0,0,0,0,37,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2,טל שחר,462,767,619,4,615,72,0,5,0,0,0,55,10,0,1,0,0,0,0,0,3,20,60,67,1,0,0,312,0,0,1,2,0,0,0,0,6
2,טלמון,3788,2066,1720,4,1716,2,92,0,0,0,0,0,1198,0,0,0,0,0,0,0,276,1,124,0,0,0,0,3,0,0,0,0,0,0,0,0,20
2,יד השמונה,1134,162,122,0,122,8,0,0,0,0,0,2,5,0,0,1,0,0,0,0,0,30,24,1,0,0,0,49,0,1,0,0,1,0,0,0,0
2,ייט"ב,3607,209,162,2,160,1,4,0,0,0,0,0,67,0,0,0,0,0,0,0,11,16,56,0,0,0,0,5,0,0,0,0,0,0,0,0,0
2,ישעי,805,548,429,1,428,10,24,0,0,0,0,5,46,0,0,0,0,0,0,0,14,3,213,0,0,0,0,10,0,0,0,0,0,0,0,0,103
2,כוכב השחר,3564,1200,976,1,975,0,65,0,1,0,0,0,631,0,1,0,0,0,0,0,171,1,80,1,0,0,0,5,0,0,0,0,0,0,0,0,19
2,כוכב יעקב,3779,4217,3456,15,3441,5,610,0,1,0,0,1,512,0,1,0,1,0,0,0,579,8,355,3,0,0,0,16,0,0,0,0,0,1,0,0,1348
2,כסלון,859,278,198,1,197,8,5,0,0,0,0,20,5,0,0,0,0,0,0,0,5,3,89,8,0,0,0,13,0,0,0,0,0,0,0,0,41
2,כפר אדומים,3638,1326,964,0,964,28,2,1,1,0,0,4,418,0,0,0,0,0,0,0,50,32,281,7,0,0,0,131,0,0,0,0,0,0,0,0,9
2,כפר אוריה,364,541,424,0,424,30,0,1,0,0,0,81,25,0,1,0,1,0,0,0,2,7,66,66,0,0,0,140,0,0,0,0,0,0,0,0,4
2,כפר עציון,3488,471,371,5,366,9,1,1,0,0,0,0,217,0,1,0,0,0,0,0,9,3,81,5,0,0,0,38,0,0,0,0,0,0,0,0,1
2,כרמי צור,3766,545,448,0,448,1,22,0,0,0,0,0,278,0,0,0,0,0,0,0,57,1,71,0,0,0,0,4,0,0,0,0,0,0,0,0,14
2,לוזית,52,451,340,1,339,16,8,2,1,0,0,10,22,0,1,0,0,0,0,0,6,8,137,14,0,0,0,63,0,0,0,0,0,0,0,0,51
2,מבוא ביתר,771,610,446,0,446,41,1,1,0,0,0,4,39,0,0,0,0,1,0,0,6,24,155,30,0,0,0,142,1,0,0,0,0,0,0,0,1
2,מבשרת ציון,1015,17762,12727,35,12692,970,83,30,1,2,0,26,735,0,3,1,0,2,5,0,295,482,4351,1073,0,0,0,3909,4,3,0,1,2,1,6,1,706
2,מוצא עילית,208,906,642,0,642,70,0,9,0,0,0,4,11,0,0,1,0,0,0,0,5,27,91,108,0,0,0,306,0,1,0,0,0,0,0,1,8
2,מטע,822,538,393,0,393,41,3,5,0,0,0,12,24,0,0,0,0,0,0,1,3,10,147,56,1,0,0,83,0,0,0,0,0,0,0,0,7
2,מסילת ציון,742,687,569,4,565,66,2,1,0,0,0,119,21,0,0,0,0,0,0,0,6,12,66,59,0,0,0,193,0,2,0,0,0,0,0,0,18
2,מעלה אדומים,3616,27911,19596,88,19508,515,305,14,10,6,0,14,2813,3,13,1,1,1,0,3,973,1431,9561,107,3,1,0,2270,6,9,0,2,5,3,3,9,1426
2,מעלה החמישה,286,557,404,1,403,66,0,1,0,0,0,1,7,0,0,0,0,0,0,0,0,8,21,77,0,0,0,221,0,0,0,0,0,0,0,1,0
2,מעלה לבונה,3752,418,332,0,332,1,12,0,0,0,0,0,162,0,0,0,0,0,0,1,103,2,44,0,0,0,0,1,0,0,0,0,0,1,0,0,5
2,מעלה מכמש,3651,935,735,1,734,4,18,0,0,0,0,1,420,0,2,0,0,0,0,0,113,1,132,0,0,0,0,11,0,0,0,0,0,0,0,0,32
2,מעלה עמוס,3653,341,251,2,249,0,125,0,0,0,0,0,61,0,0,0,0,0,0,0,24,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,21
2,מצפה יריחו,3576,1278,1014,3,1011,5,25,1,0,0,0,0,493,0,0,0,0,0,0,0,256,1,167,4,1,0,0,7,0,0,0,0,0,0,0,0,51
2,מצפה שלם,3610,235,178,1,177,31,1,1,0,0,0,1,34,0,0,0,0,0,0,0,4,9,14,12,0,0,0,67,2,0,0,0,0,0,0,0,1
2,נגוהות,3724,139,123,0,123,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,33,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,נוה צוף,3573,755,596,0,596,1,6,1,0,0,0,1,342,0,1,0,0,0,0,0,105,2,112,2,0,0,0,10,0,0,0,0,0,0,0,0,13
2,נווה אילן,405,690,480,1,479,46,1,3,0,0,0,1,14,1,0,0,0,1,0,0,4,19,89,68,0,0,0,225,0,1,0,0,0,0,0,0,6
2,נווה דניאל,3725,1546,1160,1,1159,8,19,0,0,0,0,0,755,0,0,0,0,0,0,0,128,7,205,1,1,0,0,29,1,1,0,0,1,0,0,0,3
2,נווה שלום,1259,213,168,0,168,18,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0,2,0,10,0,0,0,0,0,0,0,0,0
2,נוקדים,3726,1161,860,4,856,11,16,1,0,0,0,0,389,0,2,0,0,1,0,0,72,89,234,3,0,0,0,18,0,0,0,0,0,0,0,0,20
2,נחושה,59,769,596,3,593,13,9,0,0,0,0,2,340,0,0,0,0,0,0,0,35,2,119,2,0,0,0,48,0,0,0,0,0,0,0,0,23
2,נחליאל,3767,330,259,1,258,0,47,0,0,0,0,0,62,0,0,0,0,0,0,0,74,0,32,0,0,0,0,1,0,0,0,0,0,1,0,0,41
2,נחם,809,413,328,3,325,12,11,0,0,0,0,4,41,0,0,0,0,0,0,0,17,3,179,5,0,0,0,16,0,0,0,0,0,0,0,0,37
2,נחשון,777,462,351,1,350,26,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,6,18,159,0,0,0,132,0,0,0,0,0,0,0,0,0
2,נטף,1254,356,281,1,280,44,0,8,0,1,0,0,8,0,0,0,0,0,0,0,0,2,4,128,0,0,0,84,1,0,0,0,0,0,0,0,0
2,נס הרים,825,774,587,0,587,24,2,4,0,0,0,114,35,0,1,0,0,0,0,0,15,6,184,22,1,0,0,163,0,0,0,1,0,0,0,0,15
2,נעמ"ה,3713,143,82,1,81,4,0,0,0,0,0,3,6,0,0,0,0,0,0,0,2,4,25,2,0,0,0,35,0,0,0,0,0,0,0,0,0
2,נתיב הגדוד,3555,228,156,0,156,52,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,6,34,4,0,0,0,49,0,0,0,0,0,0,0,0,1
2,נתיב הל"ה,693,458,349,0,349,79,0,3,0,0,0,2,0,0,4,0,0,0,0,0,2,12,9,61,0,0,0,177,0,0,0,0,0,0,0,0,0
2,עגור,794,298,234,1,233,4,10,1,0,0,0,2,7,0,0,0,0,0,0,0,5,2,156,7,0,0,0,16,0,0,0,0,0,0,0,0,23
2,עופרה,3617,1879,1445,2,1443,4,8,1,0,0,0,1,986,0,0,0,0,0,0,0,152,3,248,1,0,0,0,27,0,0,0,0,0,0,0,1,11
2,עטרת,3658,298,255,0,255,0,7,0,0,0,0,0,187,0,0,0,0,0,0,0,40,0,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,עלי,3765,2148,1640,7,1633,5,68,1,0,0,0,1,1020,0,0,0,0,0,0,0,169,21,293,2,0,0,0,13,0,0,0,0,0,0,0,0,40
2,עלמון,3715,977,736,3,733,21,2,1,1,0,0,1,84,0,0,0,0,0,0,0,24,51,414,8,1,0,0,116,1,2,0,0,0,0,0,0,6
2,עמיחי,3824,71,68,0,68,0,2,1,0,0,0,0,18,0,0,0,0,0,0,0,27,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,10
2,עמינדב,779,641,470,0,470,27,2,3,0,0,0,82,36,0,0,0,0,0,0,0,3,19,130,45,0,0,0,112,0,1,0,0,0,0,0,0,10
2,עתניאל,3748,454,350,0,350,2,6,0,0,0,0,0,226,0,0,0,0,0,0,0,58,1,50,0,0,0,0,3,0,0,0,0,0,0,0,0,4
2,פני חבר,3723,222,174,2,172,1,12,0,0,0,0,0,97,0,0,0,0,0,0,0,35,0,16,0,0,0,0,5,0,0,0,0,0,0,0,0,6
2,פסגות,3659,987,819,4,815,1,33,0,0,0,0,0,587,0,0,0,0,0,0,0,77,3,102,2,0,0,0,4,0,0,0,0,0,0,0,0,6
2,צובה,465,623,403,1,402,150,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,9,16,70,0,0,0,146,0,1,0,0,0,0,0,2,1
2,צור הדסה,1113,5748,4371,11,4360,317,24,22,1,0,0,10,479,0,3,0,0,4,0,0,65,313,1227,362,0,0,0,1465,0,0,0,0,0,1,0,2,65
2,צלפון,796,671,498,3,495,22,1,0,0,0,0,58,24,0,2,0,0,0,0,0,25,9,238,11,0,0,0,75,0,0,0,0,0,0,0,0,30
2,צפרירים,1079,305,217,0,217,16,1,4,0,0,0,57,4,0,1,0,0,0,0,0,6,4,37,18,0,0,0,51,0,0,0,0,0,0,0,0,18
2,צרעה,567,830,543,2,541,130,0,16,0,0,0,2,1,0,0,0,0,0,0,1,0,9,18,109,0,0,0,253,0,0,0,0,0,0,0,0,2
2,קדר,3781,967,709,2,707,18,5,0,2,0,0,1,61,0,1,0,1,5,0,0,18,39,431,1,0,0,0,95,1,0,0,0,0,0,0,0,28
2,קליה,3601,313,221,2,219,18,3,1,0,0,0,0,13,0,1,0,0,0,0,0,3,16,38,4,0,0,0,120,0,1,0,0,0,0,0,0,1
2,קרית ארבע,3611,4728,3371,15,3356,13,100,2,0,0,0,0,1078,2,1,0,0,0,0,0,778,110,1087,11,1,0,0,69,0,2,0,0,0,1,1,1,99
2,קרית יערים,1137,3283,2554,17,2537,12,1782,0,0,0,0,1,57,0,0,0,0,0,0,0,74,0,97,2,0,0,0,17,1,0,0,0,0,2,0,0,492
2,קרית ענבים,78,306,209,0,209,39,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,17,40,0,0,0,100,0,0,0,0,0,0,0,0,1
2,ראש צורים,3602,486,411,1,410,5,5,0,0,0,0,1,319,0,0,0,0,0,0,0,15,1,43,1,0,0,0,18,0,0,0,0,0,0,0,0,2
2,רימונים,3565,510,353,2,351,9,3,0,0,0,0,1,43,0,0,0,0,0,0,0,22,30,195,1,0,0,0,39,0,0,0,0,1,0,0,0,7
2,רמת רזיאל,460,466,344,1,343,33,1,3,0,0,0,43,17,0,0,0,0,0,0,0,3,10,54,60,0,0,0,113,2,0,0,0,0,0,0,0,4
2,שדות מיכה,27,268,187,1,186,7,4,0,2,0,0,19,10,0,0,0,0,0,0,0,5,1,76,0,0,0,0,10,0,0,0,0,0,0,0,0,52
2,שואבה,741,475,350,0,350,24,3,3,0,0,0,64,8,0,0,0,0,0,0,0,4,7,66,44,0,0,0,118,0,0,0,2,0,0,0,0,7
2,שורש,456,1093,859,3,856,61,3,1,0,1,0,29,96,0,0,0,0,0,0,0,11,46,154,99,0,1,0,350,0,0,0,0,0,0,0,1,3
2,שילה,3641,1935,1553,1,1552,2,39,0,0,0,0,1,879,0,1,0,0,0,0,0,412,0,176,3,0,0,0,10,0,0,0,0,0,0,0,0,29
2,שריגים (לי-און),1114,823,587,1,586,68,0,5,0,0,0,3,20,0,0,0,0,0,0,0,3,16,79,122,0,0,0,266,0,0,0,0,0,0,0,0,4
2,תומר,3558,249,206,1,205,17,2,0,0,0,0,2,15,0,0,0,0,0,0,0,1,12,59,4,0,0,0,93,0,0,0,0,0,0,0,0,0
2,תירוש,10,332,245,0,245,1,4,0,1,0,0,20,11,0,0,0,0,0,0,0,4,0,93,1,0,0,0,6,0,0,0,0,0,0,0,0,104
2,תלם,3719,212,221,1,220,1,7,0,0,0,0,1,75,0,0,0,0,0,0,0,43,9,64,0,0,0,0,10,1,0,0,0,0,0,0,0,9
2,תעוז,752,431,354,2,352,18,1,0,0,0,0,61,30,0,0,0,0,0,0,0,13,3,108,17,0,0,0,63,0,1,0,0,0,0,0,0,37
2,תקוע,3563,2097,1532,8,1524,31,28,3,0,0,0,1,798,1,6,0,0,0,0,0,109,42,394,4,0,0,0,74,2,2,0,0,0,0,0,0,29
2,תרום,778,565,452,0,452,17,9,0,0,0,0,38,85,0,0,0,0,0,0,0,12,2,202,4,0,0,0,35,0,0,0,0,0,0,0,0,48
3,אביבים,1115,327,234,0,234,5,8,0,0,0,0,3,3,0,0,0,0,0,0,0,11,1,148,0,0,0,0,2,0,0,0,0,0,0,0,0,53
3,אודם,4010,121,98,0,98,14,0,0,0,0,0,8,5,0,1,0,0,0,0,0,2,3,12,5,0,0,0,48,0,0,0,0,0,0,0,0,0
3,אור הגנוז,1294,272,183,1,182,0,81,0,0,0,0,0,2,0,0,0,0,0,0,0,21,0,21,0,0,0,0,2,0,0,0,0,0,0,0,0,55
3,אורטל,4013,247,180,0,180,24,1,0,2,0,0,7,9,0,1,0,0,0,0,0,1,5,15,11,0,0,0,102,0,0,0,0,0,0,0,0,2
3,איילת השחר,77,814,567,0,567,110,3,0,0,1,0,4,6,0,0,0,0,0,1,0,0,29,44,73,1,0,0,291,0,0,0,0,0,0,1,2,1
3,אלוני הבשן,4017,223,166,0,166,5,0,0,0,0,0,1,90,0,0,0,0,0,0,0,14,0,44,1,0,0,0,4,0,0,5,0,0,0,0,0,2
3,אליפלט,730,460,334,0,334,16,2,0,0,0,0,1,13,0,0,0,0,0,0,0,10,0,235,0,0,0,0,32,0,0,0,0,0,0,0,0,25
3,אל-רום,4003,332,243,2,241,38,0,1,0,0,0,1,4,0,0,0,0,0,0,0,4,18,31,30,0,0,0,113,1,0,0,0,0,0,0,0,0
3,אמירים,1064,606,409,1,408,44,2,5,0,0,0,5,44,0,5,0,0,0,0,0,4,6,34,86,0,0,0,170,0,0,0,0,0,0,0,0,3
3,ביריה,368,592,434,0,434,17,13,0,0,0,0,0,23,0,1,0,0,0,0,0,31,11,238,3,0,0,0,38,0,0,0,0,0,0,1,0,58
3,בית הלל,322,569,403,0,403,39,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,13,23,52,0,0,0,265,0,0,1,0,0,0,0,0,1
3,בר יוחאי,1191,606,421,0,421,0,37,0,0,0,0,0,136,0,1,0,0,0,0,0,55,0,124,0,0,0,0,3,0,0,0,0,0,0,0,5,60
3,ברעם,667,507,367,0,367,36,1,2,0,2,0,1,1,0,0,0,0,0,1,0,0,7,9,145,0,0,0,160,0,0,0,0,0,0,0,0,2
3,גדות,35,371,242,1,241,35,0,1,0,1,0,0,3,0,1,0,0,0,0,0,1,5,10,44,0,0,0,140,0,0,0,0,0,0,0,0,0
3,גונן,852,338,229,2,227,37,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,7,13,36,0,0,0,124,0,0,0,0,0,0,0,0,1
3,ג'ש (גוש חלב),487,552,333,6,327,16,0,210,0,0,0,0,1,0,0,3,0,0,0,0,0,65,2,6,0,0,0,22,0,0,0,0,0,0,0,0,2
3,דוב"ב,1067,359,249,0,249,16,0,1,0,0,0,5,6,0,0,0,0,0,0,0,3,0,174,1,0,0,0,17,0,0,0,0,0,0,0,0,26
3,דישון,2063,295,179,0,179,12,0,0,0,0,0,3,14,0,0,0,0,0,0,0,5,10,86,0,0,0,0,30,0,0,0,0,0,0,0,0,19
3,דלתון,431,627,458,3,455,12,5,0,0,0,0,4,25,0,0,0,0,0,0,0,28,1,271,0,0,0,0,7,0,0,0,0,0,0,0,0,102
3,דן,303,528,409,2,407,57,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,9,11,120,0,0,0,201,0,0,1,0,0,0,0,0,0
3,דפנה,302,573,452,1,451,71,0,2,0,0,0,1,7,0,0,0,0,0,0,0,4,12,37,67,0,0,0,246,0,0,0,0,0,0,0,0,4
3,הגושרים,356,636,451,2,449,71,1,2,0,0,0,0,6,0,1,0,0,0,0,1,3,17,52,48,0,0,0,243,0,0,1,0,0,0,0,0,3
3,חולתה,253,446,332,0,332,82,1,0,0,0,0,2,7,0,0,0,0,0,0,0,6,10,19,44,1,0,0,156,0,0,2,0,0,0,0,1,1
3,חזון,1047,255,211,0,211,3,9,0,0,0,0,5,16,0,0,0,0,0,0,0,4,3,130,2,0,0,0,11,0,0,0,0,0,0,0,0,28
3,חצור הגלילית,2034,6390,4412,17,4395,116,711,4,1,0,3,1,230,0,4,0,0,0,13,0,96,220,2130,12,0,0,0,261,1,0,5,0,0,0,0,1,586
3,טובא-זנגריה,962,777,339,7,332,6,8,201,0,1,0,0,0,0,0,0,0,0,0,11,2,0,7,11,0,0,0,82,0,0,0,0,0,0,1,0,2
3,יובל,2009,427,312,0,312,42,1,0,0,0,0,9,20,1,1,0,0,0,0,0,3,3,95,13,0,0,0,111,0,0,0,0,0,0,0,0,13
3,יסוד המעלה,29,1230,874,2,872,63,3,1,0,0,0,4,58,0,0,0,0,0,5,0,3,36,175,70,0,0,0,443,0,0,3,0,0,0,1,0,7
3,יפתח,453,537,372,2,370,41,0,0,0,0,0,1,10,1,0,0,0,0,0,0,0,15,14,61,0,0,0,227,0,0,0,0,0,0,0,0,0
3,יראון,623,360,213,1,212,52,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,37,0,0,0,115,0,0,0,0,0,0,0,0,0
3,כדיתה,1338,128,64,1,63,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,24,11,0,0,0,11,0,1,0,0,0,0,0,0,0
3,כורזים,1252,339,225,0,225,32,5,1,0,0,0,2,10,0,0,0,0,0,0,0,1,11,26,32,0,0,0,105,0,0,0,0,0,0,0,0,0
3,כחל,1210,350,254,0,254,47,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,8,26,21,0,0,0,140,0,0,0,0,0,0,0,0,3
3,כפר בלום,357,724,492,2,490,72,2,4,0,0,0,0,20,0,0,0,0,0,0,0,1,16,68,62,0,0,0,244,0,0,0,0,0,0,0,0,1
3,כפר גלעדי,76,567,355,0,355,56,1,0,0,0,0,1,6,0,1,0,0,0,0,0,1,14,18,42,0,0,0,213,0,0,0,0,0,0,0,0,2
3,כפר הנשיא,443,709,403,2,401,60,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,12,23,60,0,0,0,235,0,0,0,0,0,1,0,0,1
3,כפר חושן,609,579,408,2,406,27,10,0,0,0,0,0,16,0,0,0,0,0,0,0,17,2,192,4,0,0,0,46,0,0,0,0,1,0,0,1,90
3,כפר חנניה,1297,522,387,1,386,25,2,0,0,0,0,2,43,0,0,0,0,0,0,0,7,17,157,15,0,0,0,108,0,0,0,0,0,0,0,0,10
3,כפר סאלד,345,488,353,3,350,50,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,14,70,0,0,0,206,0,0,1,0,0,0,0,0,0
3,כפר שמאי,605,334,244,2,242,6,11,0,0,0,0,2,31,0,2,0,0,0,0,0,24,1,101,6,0,0,0,16,0,0,0,0,0,0,0,0,42
3,כרכום,1285,462,318,1,317,37,0,0,0,0,0,1,13,0,1,0,0,0,0,0,2,9,62,12,0,0,0,173,1,0,0,0,0,0,0,2,4
3,כרם בן זמרה,664,405,310,0,310,17,5,0,0,0,0,7,41,0,0,0,0,0,0,0,3,1,167,4,0,0,0,50,0,0,1,0,0,0,0,0,14
3,להבות הבשן,380,678,470,2,468,56,2,9,0,0,0,2,9,0,1,0,0,0,0,0,1,17,32,131,0,0,0,206,0,0,1,1,0,0,0,0,0
3,מחניים,308,554,385,3,382,50,2,1,0,0,0,3,8,0,3,0,0,0,0,0,3,16,82,41,0,0,0,173,0,0,0,0,0,0,0,0,0
3,מטולה,43,1416,837,4,833,89,3,0,0,0,0,6,33,0,1,0,0,0,0,0,10,42,140,63,0,0,0,433,0,0,1,0,1,1,1,0,9
3,מירון,607,443,261,0,261,3,61,0,0,0,0,3,79,0,0,0,0,0,0,0,29,0,42,1,0,0,0,6,0,0,0,0,0,0,0,0,37
3,מלכיה,596,407,260,3,257,61,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,10,15,32,0,0,0,128,0,1,0,0,0,0,0,0,3
3,מנרה,347,212,151,0,151,43,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,19,0,0,0,75,0,0,0,0,0,0,0,0,0
3,מסעדה,4203,346,86,1,85,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,8,19,1,0,0,0,40,0,0,0,0,0,0,0,6,5
3,מעין ברוך,416,483,339,0,339,67,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,11,39,38,1,0,0,174,0,0,1,0,0,0,0,0,2
