סמל ועדה,שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
3,ביריה,368,592,434,0,434,17,13,0,0,0,0,0,23,0,1,0,0,0,0,0,31,11,238,3,0,0,0,38,0,0,0,0,0,0,1,0,58
3,בית הלל,322,569,403,0,403,39,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,13,23,52,0,0,0,265,0,0,1,0,0,0,0,0,1
3,בר יוחאי,1191,606,421,0,421,0,37,0,0,0,0,0,136,0,1,0,0,0,0,0,55,0,124,0,0,0,0,3,0,0,0,0,0,0,0,5,60
3,ברעם,667,507,367,0,367,36,1,2,0,2,0,1,1,0,0,0,0,0,1,0,0,7,9,145,0,0,0,160,0,0,0,0,0,0,0,0,2
3,גדות,35,371,242,1,241,35,0,1,0,1,0,0,3,0,1,0,0,0,0,0,1,5,10,44,0,0,0,140,0,0,0,0,0,0,0,0,0
3,גונן,852,338,229,2,227,37,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,7,13,36,0,0,0,124,0,0,0,0,0,0,0,0,1
3,ג'ש (גוש חלב),487,552,333,6,327,16,0,210,0,0,0,0,1,0,0,3,0,0,0,0,0,65,2,6,0,0,0,22,0,0,0,0,0,0,0,0,2
3,דוב"ב,1067,359,249,0,249,16,0,1,0,0,0,5,6,0,0,0,0,0,0,0,3,0,174,1,0,0,0,17,0,0,0,0,0,0,0,0,26
3,דישון,2063,295,179,0,179,12,0,0,0,0,0,3,14,0,0,0,0,0,0,0,5,10,86,0,0,0,0,30,0,0,0,0,0,0,0,0,19
3,דלתון,431,627,458,3,455,12,5,0,0,0,0,4,25,0,0,0,0,0,0,0,28,1,271,0,0,0,0,7,0,0,0,0,0,0,0,0,102
3,דן,303,528,409,2,407,57,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,9,11,120,0,0,0,201,0,0,1,0,0,0,0,0,0
3,דפנה,302,573,452,1,451,71,0,2,0,0,0,1,7,0,0,0,0,0,0,0,4,12,37,67,0,0,0,246,0,0,0,0,0,0,0,0,4
3,הגושרים,356,636,451,2,449,71,1,2,0,0,0,0,6,0,1,0,0,0,0,1,3,17,52,48,0,0,0,243,0,0,1,0,0,0,0,0,3
3,חולתה,253,446,332,0,332,82,1,0,0,0,0,2,7,0,0,0,0,0,0,0,6,10,19,44,1,0,0,156,0,0,2,0,0,0,0,1,1
3,חזון,1047,255,211,0,211,3,9,0,0,0,0,5,16,0,0,0,0,0,0,0,4,3,130,2,0,0,0,11,0,0,0,0,0,0,0,0,28
3,חצור הגלילית,2034,5711,3797,17,3780,116,101,4,1,0,3,1,229,0,4,0,0,0,13,0,94,220,2129,12,0,0,0,261,1,0,5,0,0,0,0,1,585
3,טובא-זנגריה,962,777,339,7,332,6,8,201,0,1,0,0,0,0,0,0,0,0,0,11,2,0,7,11,0,0,0,82,0,0,0,0,0,0,1,0,2
3,יובל,2009,427,312,0,312,42,1,0,0,0,0,9,20,1,1,0,0,0,0,0,3,3,95,13,0,0,0,111,0,0,0,0,0,0,0,0,13
3,יסוד המעלה,29,1230,874,2,872,63,3,1,0,0,0,4,58,0,0,0,0,0,5,0,3,36,175,70,0,0,0,443,0,0,3,0,0,0,1,0,7
3,יפתח,453,537,372,2,370,41,0,0,0,0,0,1,10,1,0,0,0,0,0,0,0,15,14,61,0,0,0,227,0,0,0,0,0,0,0,0,0
3,יראון,623,360,213,1,212,52,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,37,0,0,0,115,0,0,0,0,0,0,0,0,0
3,כדיתה,1338,128,64,1,63,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,24,11,0,0,0,11,0,1,0,0,0,0,0,0,0
3,כורזים,1252,339,225,0,225,32,5,1,0,0,0,2,10,0,0,0,0,0,0,0,1,11,26,32,0,0,0,105,0,0,0,0,0,0,0,0,0
3,כחל,1210,350,254,0,254,47,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,8,26,21,0,0,0,140,0,0,0,0,0,0,0,0,3
3,כפר בלום,357,724,492,2,490,72,2,4,0,0,0,0,20,0,0,0,0,0,0,0,1,16,68,62,0,0,0,244,0,0,0,0,0,0,0,0,1
3,כפר גלעדי,76,567,355,0,355,56,1,0,0,0,0,1,6,0,1,0,0,0,0,0,1,14,18,42,0,0,0,213,0,0,0,0,0,0,0,0,2
3,כפר הנשיא,443,709,403,2,401,60,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,12,23,60,0,0,0,235,0,0,0,0,0,1,0,0,1
3,כפר חושן,609,579,408,2,406,27,10,0,0,0,0,0,16,0,0,0,0,0,0,0,17,2,192,4,0,0,0,46,0,0,0,0,1,0,0,1,90
3,כפר חנניה,1297,522,387,1,386,25,2,0,0,0,0,2,43,0,0,0,0,0,0,0,7,17,157,15,0,0,0,108,0,0,0,0,0,0,0,0,10
3,כפר סאלד,345,488,353,3,350,50,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,14,70,0,0,0,206,0,0,1,0,0,0,0,0,0
3,כפר שמאי,605,334,244,2,242,6,11,0,0,0,0,2,31,0,2,0,0,0,0,0,24,1,101,6,0,0,0,16,0,0,0,0,0,0,0,0,42
3,כרכום,1285,462,318,1,317,37,0,0,0,0,0,1,13,0,1,0,0,0,0,0,2,9,62,12,0,0,0,173,1,0,0,0,0,0,0,2,4
3,כרם בן זמרה,664,405,310,0,310,17,5,0,0,0,0,7,41,0,0,0,0,0,0,0,3,1,167,4,0,0,0,50,0,0,1,0,0,0,0,0,14
3,להבות הבשן,380,678,470,2,468,56,2,9,0,0,0,2,9,0,1,0,0,0,0,0,1,17,32,131,0,0,0,206,0,0,1,1,0,0,0,0,0
3,מחניים,308,554,385,3,382,50,2,1,0,0,0,3,8,0,3,0,0,0,0,0,3,16,82,41,0,0,0,173,0,0,0,0,0,0,0,0,0
3,מטולה,43,1416,837,4,833,89,3,0,0,0,0,6,33,0,1,0,0,0,0,0,10,42,140,63,0,0,0,433,0,0,1,0,1,1,1,0,9
3,מירון,607,443,261,0,261,3,61,0,0,0,0,3,79,0,0,0,0,0,0,0,29,0,42,1,0,0,0,6,0,0,0,0,0,0,0,0,37
3,מלכיה,596,407,260,3,257,61,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,10,15,32,0,0,0,128,0,1,0,0,0,0,0,0,3
3,מנרה,347,212,151,0,151,43,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,19,0,0,0,75,0,0,0,0,0,0,0,0,0
3,מסעדה,4203,346,86,1,85,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,8,19,1,0,0,0,40,0,0,0,0,0,0,0,6,5
3,מעין ברוך,416,483,339,0,339,67,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,11,39,38,1,0,0,174,0,0,1,0,0,0,0,0,2
3,מרגליות,843,335,197,0,197,54,2,0,0,0,0,2,8,0,0,0,0,0,0,0,7,4,57,6,0,0,0,43,0,0,0,0,0,2,0,3,9
3,מרום גולן,4101,566,411,2,409,42,0,2,0,0,0,0,7,0,0,0,0,0,0,0,2,19,37,25,0,0,0,270,0,0,5,0,0,0,0,0,0
3,משגב עם,378,252,172,2,170,33,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,11,7,23,0,0,0,90,0,0,0,0,0,1,0,0,0
3,משמר הירדן,732,550,395,3,392,34,4,0,0,0,0,0,15,0,2,0,1,0,0,0,11,17,188,14,0,0,0,94,0,0,1,0,0,0,0,0,11
3,נווה אטי"ב,4303,164,99,0,99,5,0,0,0,0,0,5,5,0,0,2,0,0,0,0,2,3,22,5,0,0,0,49,0,0,0,0,0,0,0,1,0
3,סאסא,578,421,302,2,300,54,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,3,12,105,0,0,0,120,0,0,0,0,0,0,0,0,0
3,עין זיוון,4503,272,183,0,183,11,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,13,16,26,0,0,0,106,1,0,3,0,0,0,0,0,0
3,עין קנייא,4502,139,34,0,34,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,12,1,0,0,0,14,0,0,0,0,0,0,0,1,2
3,עלמה,688,578,441,2,439,3,1,0,0,0,0,17,25,0,0,0,0,0,0,0,35,0,286,1,0,0,0,13,0,0,0,0,0,0,0,2,56
3,עמוקה,1212,139,103,1,102,9,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,12,18,0,0,0,51,0,0,0,0,0,0,0,0,1
3,עמיעד,385,432,276,1,275,48,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,4,11,52,0,0,0,153,0,0,0,0,0,0,0,0,1
3,עמיר,319,496,357,0,357,61,0,3,0,0,0,1,2,0,0,0,0,0,0,0,2,5,18,101,0,0,0,161,0,0,1,1,0,0,0,1,0
3,פרוד,599,438,306,4,302,51,0,1,0,0,0,0,10,0,0,0,0,0,0,0,1,10,26,34,0,0,0,166,0,0,1,0,0,0,0,0,2
3,צבעון,1213,150,120,2,118,8,1,1,1,1,0,1,7,0,1,0,0,0,0,0,0,5,8,49,0,0,0,35,0,0,0,0,0,0,0,0,0
3,צפת,8000,22080,13424,92,13332,212,2219,152,5,0,0,3,884,5,6,0,1,0,1,2,1040,871,4573,62,2,0,1,789,0,4,11,4,6,1,4,16,2458
3,קדמת צבי,4025,380,267,0,267,23,0,0,0,0,5,0,15,0,3,0,0,0,0,0,1,12,39,12,0,0,0,153,0,0,1,0,1,0,0,1,1
3,קדרים,1211,180,123,0,123,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,25,0,0,0,62,0,0,0,0,0,0,0,0,0
3,קלע,4024,214,140,0,140,12,0,0,0,0,0,0,7,0,2,0,0,0,1,0,0,16,35,8,0,0,0,58,0,1,0,0,0,0,0,0,0
3,קצרין,4100,5409,3125,19,3106,121,25,1,2,2,0,3,312,0,4,1,1,2,14,0,109,592,1121,46,4,1,0,640,0,2,6,0,1,5,1,3,87
3,קרית שמונה,2800,17697,10634,71,10563,534,76,19,2,5,0,2,682,0,12,3,0,1,0,4,217,1085,5573,100,4,0,1,1249,1,0,6,5,1,1,3,4,973
3,קשת,4006,416,313,0,313,1,13,0,0,0,0,0,225,0,1,0,0,0,0,0,31,1,31,1,0,0,0,5,0,0,0,0,0,0,0,0,4
