סמל ועדה,ברזל,שם ישוב,סמל ישוב,קלפי,ריכוז,שופט,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
3,1294,קלע,4024,1,1,0,214,140,0,140,12,0,0,0,0,0,0,7,0,2,0,0,0,1,0,0,16,35,8,0,0,0,58,0,1,0,0,0,0,0,0,0
5,1660,רוויה,2016,1,1,0,255,181,0,181,5,2,0,0,0,0,6,2,0,0,0,0,0,0,0,8,0,114,0,0,0,0,9,0,0,0,0,0,0,0,0,35
5,1661,רחוב,854,1,1,0,324,233,0,233,5,0,0,0,0,0,2,14,0,0,0,0,0,0,0,4,2,171,0,0,0,0,11,0,0,0,0,0,0,0,0,24
9,4173,ריחן,3568,1,1,0,198,151,1,150,10,0,1,0,0,0,1,18,0,0,0,0,0,0,0,8,8,37,6,0,0,0,60,0,0,0,0,1,0,0,0,0
18,10044,רתמים,1260,1,1,0,216,180,0,180,14,0,0,0,0,0,0,114,0,0,0,0,0,0,0,10,0,19,2,0,0,0,21,0,0,0,0,0,0,0,0,0
18,9385,שוקדה,415,1,1,0,267,216,1,215,4,1,0,0,0,0,0,103,0,0,0,0,0,0,0,9,0,65,0,0,0,0,2,0,0,0,0,0,0,0,0,31
3,1188,שפר,846,1,1,0,319,228,0,228,0,16,1,0,0,0,2,13,0,0,0,0,0,0,0,7,4,123,5,0,0,0,37,0,0,0,0,0,0,0,0,20
17,9153,שקף,1233,1,1,0,277,222,0,222,30,0,0,2,0,0,13,9,0,0,0,0,0,0,0,2,7,30,21,0,0,0,108,0,0,0,0,0,0,0,0,0
18,9387,שרשרת,398,1,1,0,245,190,0,190,1,9,0,0,0,0,5,28,0,0,0,0,0,0,0,22,3,97,1,0,0,0,6,0,0,0,0,0,0,0,0,18
18,9388,תאשור,2062,1,1,0,288,201,0,201,41,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,4,59,15,0,0,0,64,0,0,0,0,0,0,0,0,7
2,1115,תומר,3558,1,1,0,249,206,1,205,17,2,0,0,0,0,2,15,0,0,0,0,0,0,0,1,12,59,4,0,0,0,93,0,0,0,0,0,0,0,0,0
18,9390,תושיה,1083,1,1,0,317,247,0,247,0,4,0,0,0,0,0,143,0,0,0,0,0,0,0,33,1,55,0,0,0,0,3,0,0,0,0,0,0,0,0,8
2,955,תירוש,10,1,1,0,332,245,0,245,1,4,0,1,0,0,20,11,0,0,0,0,0,0,0,4,0,93,1,0,0,0,6,0,0,0,0,0,0,0,0,104
18,9391,תלמי ביל"ו,2050,1,1,0,344,254,1,253,15,2,0,0,0,0,12,14,0,0,0,0,0,0,0,9,4,141,2,0,0,0,37,0,0,0,0,0,0,0,0,17
3,1116,אביבים,1115,1,1,0,327,234,0,234,5,8,0,0,0,0,3,3,0,0,0,0,0,0,0,11,1,148,0,0,0,0,2,0,0,0,0,0,0,0,0,53
2,958,אדורה,3759,1,1,0,246,190,0,190,2,1,1,0,0,0,2,64,0,0,0,0,0,0,0,23,9,51,1,0,0,0,32,0,0,0,0,0,0,0,0,4
3,1277,אודם,4010,1,1,0,121,98,0,98,14,0,0,0,0,0,8,5,0,1,0,0,0,0,0,2,3,12,5,0,0,0,48,0,0,0,0,0,0,0,0,0
18,9702,אילות,1126,1,1,0,251,164,0,164,31,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,16,28,0,0,0,85,0,0,0,0,0,0,0,0,0
18,9705,אילת,2600,7,10,0,558,219,1,218,10,0,0,0,1,0,0,5,0,0,0,0,0,0,0,2,7,110,9,0,0,0,44,0,0,0,0,0,0,0,0,30
3,1279,אל-רום,4003,1,1,0,332,243,2,241,38,0,1,0,0,0,1,4,0,0,0,0,0,0,0,4,18,31,30,0,0,0,113,1,0,0,0,0,0,0,0,0
3,1280,אלוני הבשן,4017,1,1,0,223,166,0,166,5,0,0,0,0,0,1,90,0,0,0,0,0,0,0,14,0,44,1,0,0,0,4,0,0,5,0,0,0,0,0,2
18,9786,אליפז,1248,1,1,0,111,68,0,68,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,5,11,0,0,0,38,0,0,0,0,0,0,0,0,0
4,1392,אלמגור,1125,1,1,0,289,234,0,234,16,0,2,0,0,0,0,3,0,0,0,0,0,0,0,3,5,8,36,0,0,0,161,0,0,0,0,0,0,0,0,0
18,9994,אשכולות,3722,1,1,0,332,239,1,238,18,1,0,0,1,0,2,18,0,1,0,0,0,0,0,5,21,92,3,0,0,0,73,0,0,0,0,0,0,0,0,3
17,8563,אשקלון,7100,132,42,0,669,375,0,375,21,3,2,0,0,0,0,10,0,0,0,0,0,0,0,11,96,131,5,0,0,0,64,0,1,0,0,1,0,0,0,30
2,1050,בית הערבה,3645,1,2,0,153,126,0,126,5,0,0,0,0,0,0,21,0,2,0,0,0,2,0,0,13,50,4,0,0,0,26,0,0,0,0,0,0,0,1,2
9,3722,בית צבי,212,1,1,0,74,36,0,36,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,6444,בית רבן,848,1,1,0,341,254,1,253,0,8,0,0,0,0,0,133,0,0,0,0,0,0,0,36,0,41,0,0,0,0,1,0,0,0,0,0,0,0,0,34
12,5640,בן שמן (כפר נוער),1084,1,2,0,233,164,0,164,28,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,6,24,20,0,0,0,81,0,0,0,0,0,0,0,0,2
5,1568,ברק,141,1,1,0,306,227,1,226,25,1,0,0,0,0,3,11,0,1,0,0,0,0,0,0,5,92,0,0,0,0,83,0,0,0,0,0,0,0,0,5
5,1570,גדיש,145,1,1,0,275,188,0,188,5,2,0,0,0,0,0,10,0,0,0,0,0,0,0,8,1,144,0,0,0,0,6,0,0,0,0,0,0,0,0,12
3,1223,גונן,852,1,1,0,338,229,2,227,37,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,7,13,36,0,0,0,124,0,0,0,0,0,0,0,0,1
2,930,גיזו,1043,1,2,0,145,115,0,115,15,1,0,0,0,0,2,8,0,0,0,0,0,0,0,0,2,42,15,0,0,0,29,0,0,0,0,0,0,0,0,1
13,6450,גן הדרום,1072,1,1,0,346,277,0,277,28,0,0,0,0,0,18,13,0,0,0,0,0,0,0,0,10,81,8,0,0,0,116,0,0,0,0,0,0,0,0,3
12,5646,גני הדר,1103,1,1,0,256,203,1,202,22,1,0,0,0,0,2,11,0,0,0,0,0,0,0,3,8,27,27,0,0,0,101,0,0,0,0,0,0,0,0,0
19,10368,גני עם,218,1,1,0,212,167,0,167,27,0,1,0,0,0,4,6,0,0,0,0,0,0,0,1,6,16,19,0,0,0,86,0,0,0,0,0,0,0,0,1
18,9788,גרופית,1129,1,1,0,289,177,0,177,37,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,14,21,0,0,0,100,0,0,0,0,0,0,0,0,1
4,1429,האון,702,1,1,0,152,92,1,91,27,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,4,12,3,0,0,0,32,0,0,0,0,0,0,0,2,4
9,3739,הבונים,675,1,2,0,299,201,0,201,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,16,40,0,0,0,118,0,0,0,0,0,0,0,0,0
2,1022,חברון,3400,1,1,0,296,230,0,230,1,3,0,0,0,0,0,105,0,0,0,0,0,0,0,86,1,24,0,0,0,0,8,1,0,0,0,0,0,0,0,1
2,1023,חגי,3764,1,1,0,327,261,0,261,0,5,0,0,0,0,0,188,0,0,0,0,0,0,0,37,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4
19,10194,חורשים,355,1,1,0,294,198,0,198,19,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,7,33,56,0,0,0,78,0,0,0,0,0,0,0,0,0
9,4167,חרמש,3717,1,1,0,203,140,2,138,5,1,0,0,0,0,0,13,0,1,0,0,0,10,0,0,30,47,5,0,0,0,26,0,0,0,0,0,0,0,0,0
18,10001,טללים,1177,1,1,0,322,219,0,219,39,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,7,32,19,0,0,0,108,0,0,0,0,0,0,0,0,3
2,756,יד השמונה,1134,1,2,0,162,122,0,122,8,0,0,0,0,0,2,5,0,0,1,0,0,0,0,0,30,24,1,0,0,0,49,0,1,0,0,1,0,0,0,0
18,9789,יהל,1158,1,1,0,218,128,0,128,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,16,17,4,0,0,63,0,0,0,0,0,0,0,0,1
2,1053,ייט"ב,3607,1,1,0,209,162,2,160,1,4,0,0,0,0,0,67,0,0,0,0,0,0,0,11,16,56,0,0,0,0,5,0,0,0,0,0,0,0,0,0
13,6408,יסודות,440,1,1,0,319,295,0,295,0,273,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,8
5,1649,ירדנה,2026,1,1,0,285,206,0,206,7,2,0,0,0,0,25,13,0,0,0,0,0,0,0,3,3,112,0,0,0,0,32,0,0,0,0,0,0,0,0,9
19,10438,ירקונה,183,1,1,0,311,227,0,227,19,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,6,23,29,0,0,0,132,0,0,0,0,0,0,0,0,1
3,1208,כחל,1210,1,1,0,350,254,0,254,47,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,8,26,21,0,0,0,140,0,0,0,0,0,0,0,0,3
18,10003,כמהין,1291,1,1,0,233,179,2,177,27,0,0,0,0,0,10,18,0,0,0,0,0,0,0,3,9,13,21,0,0,0,76,0,0,0,0,0,0,0,0,0
4,1434,כנף,4028,1,1,0,321,234,1,233,20,0,0,0,1,0,10,14,0,0,0,0,0,0,0,1,15,20,16,0,0,0,136,0,0,0,0,0,0,0,0,0
2,757,כסלון,859,1,1,0,278,198,1,197,8,5,0,0,0,0,20,5,0,0,0,0,0,0,0,5,3,89,8,0,0,0,13,0,0,0,0,0,0,0,0,41
8,3297,כפר גלים,427,1,1,0,98,59,0,59,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,15,3,0,0,0,23,0,2,1,0,0,0,0,0,0
9,4168,כפר גליקסון,310,1,1,0,282,214,0,214,35,0,0,0,0,0,2,3,0,0,0,0,0,0,0,2,8,11,45,0,0,0,108,0,0,0,0,0,0,0,0,0
8,3371,כפר חסידים ב',889,1,2,0,215,161,0,161,1,3,0,0,0,0,2,38,0,0,0,0,0,0,0,3,10,49,2,1,0,0,47,0,0,0,0,0,0,0,0,5
19,10208,כפר מל"ל,98,1,1,0,285,232,0,232,28,0,0,0,0,0,32,4,0,0,0,0,0,0,0,2,2,31,32,0,0,0,101,0,0,0,0,0,0,0,0,0
12,5702,כפר רות,1166,1,1,0,189,159,0,159,15,2,0,0,0,0,58,12,0,0,0,0,0,0,0,5,1,15,7,0,0,0,43,0,0,0,0,0,0,0,0,1
18,9791,לוטן,1255,1,1,0,159,90,0,90,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,27,2,0,0,41,0,0,0,0,0,0,0,0,0
9,3742,מאיר שפיה,102,1,1,0,118,63,1,62,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,18,4,0,0,0,24,0,0,0,0,0,0,1,0,0
9,4169,מבוא דותן,3569,1,1,0,280,192,0,192,1,0,0,0,0,0,0,34,0,0,0,0,0,0,0,38,9,82,1,0,0,0,19,0,0,0,0,0,0,0,0,8
12,5708,מבוא מודיעים,1141,1,1,0,189,107,1,106,1,17,0,0,0,0,0,37,0,2,0,0,0,0,0,7,0,20,1,0,0,0,8,0,1,0,0,0,0,1,0,11
18,9792,מחנה יוכבד,1416,1,1,0,121,71,0,71,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,2,0,0,0,49,0,0,0,0,0,0,0,0,3
9,4146,מי עמי,1128,1,1,0,256,205,0,205,34,1,2,0,0,0,0,3,0,2,0,0,0,0,0,0,3,5,53,0,0,0,101,0,1,0,0,0,0,0,0,0
5,1601,מלאה,164,1,1,0,278,216,1,215,12,1,0,0,0,0,5,13,0,0,0,0,0,0,0,6,4,129,1,0,0,0,21,0,0,0,0,0,0,0,0,23
3,1237,מנרה,347,1,1,0,212,151,0,151,43,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,19,0,0,0,75,0,0,0,0,0,0,0,0,0
4,1384,מסדה,263,1,1,0,272,176,1,175,28,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,5,19,11,0,0,0,105,0,1,1,0,0,0,0,0,2
3,1285,מסעדה,4203,1,6,0,346,86,1,85,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,8,19,1,0,0,0,40,0,0,0,0,0,0,0,6,5
2,1027,מעלה עמוס,3653,1,1,0,341,251,2,249,0,125,0,0,0,0,0,61,0,0,0,0,0,0,0,24,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,21
18,9244,מצדות יהודה,3745,1,1,0,314,241,2,239,2,1,0,0,0,0,0,192,0,0,0,0,0,0,0,20,1,14,2,0,0,0,2,0,0,0,0,0,0,0,0,5
9,4170,מצפה אילן,1370,1,1,0,210,184,0,184,3,1,0,0,0,0,0,143,0,0,0,0,0,0,0,5,0,23,0,0,0,0,9,0,0,0,0,0,0,0,0,0
2,1108,מצפה שלם,3610,1,1,0,235,178,1,177,31,1,1,0,0,0,1,34,0,0,0,0,0,0,0,4,9,14,12,0,0,0,67,2,0,0,0,0,0,0,0,1
16,8389,מקווה ישראל,22,1,1,0,150,95,0,95,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,25,9,0,0,0,45,0,0,0,0,0,0,0,0,1
3,1239,משגב עם,378,1,1,0,252,172,2,170,33,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,11,7,23,0,0,0,90,0,0,0,0,0,1,0,0,0
18,9793,נאות סמדר,1197,1,1,0,261,159,0,159,15,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,4,13,56,0,0,0,64,0,0,0,0,0,0,0,0,1
5,1655,נווה אור,590,1,2,0,340,234,1,233,51,1,0,0,0,0,2,4,0,0,0,0,0,0,0,2,11,21,26,0,0,0,114,0,0,0,0,0,0,0,0,1
